,name,family_index,per_family_instance_index,run_name,run_type,repetitions,repetition_index,threads,iterations,real_time,cpu_time,time_unit,dataset_bytes,dataset_elem_count,hashfn_bits_per_key,hashfn_bytes,items_per_second,label,hashfn,dataset,order
233,UnorderedBuildTime<CompactedMWHC>/10000/0,25,1,UnorderedBuildTime<CompactedMWHC>/10000/0,iteration,1,0,1,145,4894106.603901962,4889933.9241023855,ns,80000.0,10000.0,15.1904,18988.0,14103.568332784555,CompactedMWHC:seq,CompactedMWHC,seq,10
238,UnorderedBuildTime<CompactedMWHC>/10000/2,25,6,UnorderedBuildTime<CompactedMWHC>/10000/2,iteration,1,0,1,141,4935355.434286679,4931774.319100841,ns,80000.0,10000.0,15.1904,18988.0,14380.622718464803,CompactedMWHC:uniform,CompactedMWHC,uniform,10
243,UnorderedBuildTime<CompactedMWHC>/10000/3,25,11,UnorderedBuildTime<CompactedMWHC>/10000/3,iteration,1,0,1,147,4917317.570573619,4913347.299376243,ns,80000.0,10000.0,15.1904,18988.0,13845.390268461157,CompactedMWHC:fb,CompactedMWHC,fb,10
579,LookupTime<CompactedMWHC>/10000/0,9,2,LookupTime<CompactedMWHC>/10000/0,iteration,1,0,1,11264624,62.01482220068166,61.98068040264853,ns,80000.0,10000.0,15.636,19545.0,,CompactedMWHC:seq,CompactedMWHC,seq,10
586,LookupTime<CompactedMWHC>/10000/2,9,9,LookupTime<CompactedMWHC>/10000/2,iteration,1,0,1,11361098,62.1011566517541,62.06289392088664,ns,80000.0,10000.0,15.636,19545.0,,CompactedMWHC:uniform,CompactedMWHC,uniform,10
593,LookupTime<CompactedMWHC>/10000/3,9,16,LookupTime<CompactedMWHC>/10000/3,iteration,1,0,1,11303539,62.110574004323276,62.07911690292573,ns,80000.0,10000.0,15.636,19545.0,,CompactedMWHC:fb,CompactedMWHC,fb,10
600,LookupTime<CompactedMWHC>/10000/4,9,23,LookupTime<CompactedMWHC>/10000/4,iteration,1,0,1,11338518,61.87982217099374,61.84758889956899,ns,80000.0,10000.0,15.636,19545.0,,CompactedMWHC:osm,CompactedMWHC,osm,10
580,LookupTime<CompactedMWHC>/100000/0,9,3,LookupTime<CompactedMWHC>/100000/0,iteration,1,0,1,10656398,65.52849090511502,65.49078168823682,ns,800000.0,100000.0,18.4084,230105.0,,CompactedMWHC:seq,CompactedMWHC,seq,10
587,LookupTime<CompactedMWHC>/100000/2,9,10,LookupTime<CompactedMWHC>/100000/2,iteration,1,0,1,10699735,65.5747609531829,65.54052890079232,ns,800000.0,100000.0,18.4084,230105.0,,CompactedMWHC:uniform,CompactedMWHC,uniform,10
594,LookupTime<CompactedMWHC>/100000/3,9,17,LookupTime<CompactedMWHC>/100000/3,iteration,1,0,1,10717652,66.85674034058138,66.8166860610321,ns,800000.0,100000.0,18.4084,230105.0,,CompactedMWHC:fb,CompactedMWHC,fb,10
601,LookupTime<CompactedMWHC>/100000/4,9,24,LookupTime<CompactedMWHC>/100000/4,iteration,1,0,1,10683907,65.43598442069695,65.39809238277029,ns,800000.0,100000.0,18.4084,230105.0,,CompactedMWHC:osm,CompactedMWHC,osm,10
219,PresortedBuildTime<CompactedMWHC>/1000000/0,24,2,PresortedBuildTime<CompactedMWHC>/1000000/0,iteration,1,0,1,1,1308004898.9504576,1306875596.9943595,ns,8000000.0,1000000.0,21.937824,2742228.0,765183.7728853973,CompactedMWHC:seq,CompactedMWHC,seq,10
224,PresortedBuildTime<CompactedMWHC>/1000000/2,24,7,PresortedBuildTime<CompactedMWHC>/1000000/2,iteration,1,0,1,1,1310348240.6586409,1309229573.9988914,ns,8000000.0,1000000.0,21.938016,2742252.0,763807.9828472061,CompactedMWHC:uniform,CompactedMWHC,uniform,10
229,PresortedBuildTime<CompactedMWHC>/1000000/3,24,12,PresortedBuildTime<CompactedMWHC>/1000000/3,iteration,1,0,1,1,1302796179.4286966,1301669653.0030458,ns,8000000.0,1000000.0,21.938208,2742276.0,768244.0761317034,CompactedMWHC:fb,CompactedMWHC,fb,10
234,UnorderedBuildTime<CompactedMWHC>/1000000/0,25,2,UnorderedBuildTime<CompactedMWHC>/1000000/0,iteration,1,0,1,1,1305319951.8471956,1304216158.9983153,ns,8000000.0,1000000.0,21.93808,2742260.0,766744.0654684388,CompactedMWHC:seq,CompactedMWHC,seq,10
239,UnorderedBuildTime<CompactedMWHC>/1000000/2,25,7,UnorderedBuildTime<CompactedMWHC>/1000000/2,iteration,1,0,1,1,1304850995.540619,1303680177.9962842,ns,8000000.0,1000000.0,21.93808,2742260.0,767059.2963505579,CompactedMWHC:uniform,CompactedMWHC,uniform,10
244,UnorderedBuildTime<CompactedMWHC>/1000000/3,25,12,UnorderedBuildTime<CompactedMWHC>/1000000/3,iteration,1,0,1,1,1309349797.6660728,1308292492.0017831,ns,8000000.0,1000000.0,21.938016,2742252.0,764355.070531611,CompactedMWHC:fb,CompactedMWHC,fb,10
581,LookupTime<CompactedMWHC>/1000000/0,9,4,LookupTime<CompactedMWHC>/1000000/0,iteration,1,0,1,7755667,84.84992902824253,84.77701066786537,ns,8000000.0,1000000.0,22.386184,2798273.0,,CompactedMWHC:seq,CompactedMWHC,seq,10
588,LookupTime<CompactedMWHC>/1000000/2,9,11,LookupTime<CompactedMWHC>/1000000/2,iteration,1,0,1,7765561,86.8102779279142,86.74772794907904,ns,8000000.0,1000000.0,22.386248,2798281.0,,CompactedMWHC:uniform,CompactedMWHC,uniform,10
595,LookupTime<CompactedMWHC>/1000000/3,9,18,LookupTime<CompactedMWHC>/1000000/3,iteration,1,0,1,7734552,86.5454432746623,86.49090496800137,ns,8000000.0,1000000.0,22.386184,2798273.0,,CompactedMWHC:fb,CompactedMWHC,fb,10
602,LookupTime<CompactedMWHC>/1000000/4,9,25,LookupTime<CompactedMWHC>/1000000/4,iteration,1,0,1,7588980,84.631056082173,84.57336993880841,ns,8000000.0,1000000.0,22.386248,2798281.0,,CompactedMWHC:osm,CompactedMWHC,osm,10
220,PresortedBuildTime<CompactedMWHC>/10000000/0,24,3,PresortedBuildTime<CompactedMWHC>/10000000/0,iteration,1,0,1,1,20163949757.814407,20146835526.997166,ns,80000000.0,10000000.0,24.9400352,31175044.0,496355.86624012486,CompactedMWHC:seq,CompactedMWHC,seq,10
225,PresortedBuildTime<CompactedMWHC>/10000000/2,24,8,PresortedBuildTime<CompactedMWHC>/10000000/2,iteration,1,0,1,1,20263469347.730278,20245736422.99947,ns,80000000.0,10000000.0,24.9400672,31175084.0,493931.1562230873,CompactedMWHC:uniform,CompactedMWHC,uniform,10
230,PresortedBuildTime<CompactedMWHC>/10000000/3,24,13,PresortedBuildTime<CompactedMWHC>/10000000/3,iteration,1,0,1,1,20162959072.738884,20145275543.000027,ns,80000000.0,10000000.0,24.9399648,31174956.0,496394.30240877235,CompactedMWHC:fb,CompactedMWHC,fb,10
235,UnorderedBuildTime<CompactedMWHC>/10000000/0,25,3,UnorderedBuildTime<CompactedMWHC>/10000000/0,iteration,1,0,1,1,20180934360.25083,20163272097.008305,ns,80000000.0,10000000.0,24.9400224,31175028.0,495951.24997017405,CompactedMWHC:seq,CompactedMWHC,seq,10
240,UnorderedBuildTime<CompactedMWHC>/10000000/2,25,8,UnorderedBuildTime<CompactedMWHC>/10000000/2,iteration,1,0,1,1,20181561462.581158,20163881658.998436,ns,80000000.0,10000000.0,24.9400352,31175044.0,495936.2571708682,CompactedMWHC:uniform,CompactedMWHC,uniform,10
245,UnorderedBuildTime<CompactedMWHC>/10000000/3,25,13,UnorderedBuildTime<CompactedMWHC>/10000000/3,iteration,1,0,1,1,20174750717.3568,20157691494.99829,ns,80000000.0,10000000.0,24.9400032,31175004.0,496088.55272347486,CompactedMWHC:fb,CompactedMWHC,fb,10
582,LookupTime<CompactedMWHC>/10000000/0,9,5,LookupTime<CompactedMWHC>/10000000/0,iteration,1,0,1,3559241,151.1465569508732,150.98072032780712,ns,80000000.0,10000000.0,25.3905544,31738193.0,,CompactedMWHC:seq,CompactedMWHC,seq,10
589,LookupTime<CompactedMWHC>/10000000/2,9,12,LookupTime<CompactedMWHC>/10000000/2,iteration,1,0,1,4300022,156.8057123583037,156.6681786741649,ns,80000000.0,10000000.0,25.390548,31738185.0,,CompactedMWHC:uniform,CompactedMWHC,uniform,10
596,LookupTime<CompactedMWHC>/10000000/3,9,19,LookupTime<CompactedMWHC>/10000000/3,iteration,1,0,1,4293704,150.4016444535274,150.27594962290402,ns,80000000.0,10000000.0,25.3905544,31738193.0,,CompactedMWHC:fb,CompactedMWHC,fb,10
603,LookupTime<CompactedMWHC>/10000000/4,9,26,LookupTime<CompactedMWHC>/10000000/4,iteration,1,0,1,3861003,155.03073999588068,154.8905481294121,ns,80000000.0,10000000.0,25.3905544,31738193.0,,CompactedMWHC:osm,CompactedMWHC,osm,10
221,PresortedBuildTime<CompactedMWHC>/100000000/0,24,4,PresortedBuildTime<CompactedMWHC>/100000000/0,iteration,1,0,1,1,227791753092.7807,227591063316.99878,ns,800000000.0,100000000.0,27.94410336,349301292.0,439384.5634470965,CompactedMWHC:seq,CompactedMWHC,seq,10
226,PresortedBuildTime<CompactedMWHC>/100000000/2,24,9,PresortedBuildTime<CompactedMWHC>/100000000/2,iteration,1,0,1,1,227836578596.38333,227635583857.9984,ns,800000000.0,100000000.0,27.94408992,349301124.0,439298.62943739543,CompactedMWHC:uniform,CompactedMWHC,uniform,10
231,PresortedBuildTime<CompactedMWHC>/100000000/3,24,14,PresortedBuildTime<CompactedMWHC>/100000000/3,iteration,1,0,1,1,228123717699.19992,227919082069.00552,ns,800000000.0,100000000.0,27.9440848,349301060.0,438752.2057925965,CompactedMWHC:fb,CompactedMWHC,fb,10
236,UnorderedBuildTime<CompactedMWHC>/100000000/0,25,4,UnorderedBuildTime<CompactedMWHC>/100000000/0,iteration,1,0,1,1,228243961166.59045,228041676811.0008,ns,800000000.0,100000000.0,27.94409888,349301236.0,438516.3334984562,CompactedMWHC:seq,CompactedMWHC,seq,10
241,UnorderedBuildTime<CompactedMWHC>/100000000/2,25,9,UnorderedBuildTime<CompactedMWHC>/100000000/2,iteration,1,0,1,1,228152837416.15714,227951748036.0082,ns,800000000.0,100000000.0,27.94406688,349300836.0,438689.3316747173,CompactedMWHC:uniform,CompactedMWHC,uniform,10
246,UnorderedBuildTime<CompactedMWHC>/100000000/3,25,14,UnorderedBuildTime<CompactedMWHC>/100000000/3,iteration,1,0,1,1,228199553431.94305,228001519822.99576,ns,800000000.0,100000000.0,27.94408864,349301108.0,438593.56761144806,CompactedMWHC:fb,CompactedMWHC,fb,10
583,LookupTime<CompactedMWHC>/100000000/0,9,6,LookupTime<CompactedMWHC>/100000000/0,iteration,1,0,1,2489337,261.2792121070624,261.0174974283176,ns,800000000.0,100000000.0,28.3844308,354805385.0,,CompactedMWHC:seq,CompactedMWHC,seq,10
590,LookupTime<CompactedMWHC>/100000000/2,9,13,LookupTime<CompactedMWHC>/100000000/2,iteration,1,0,1,2478071,262.1752675596206,261.90120339577595,ns,800000000.0,100000000.0,28.38443016,354805377.0,,CompactedMWHC:uniform,CompactedMWHC,uniform,10
597,LookupTime<CompactedMWHC>/100000000/3,9,20,LookupTime<CompactedMWHC>/100000000/3,iteration,1,0,1,2577225,263.5604498206891,263.29427310241704,ns,800000000.0,100000000.0,28.3844308,354805385.0,,CompactedMWHC:fb,CompactedMWHC,fb,10
604,LookupTime<CompactedMWHC>/100000000/4,9,27,LookupTime<CompactedMWHC>/100000000/4,iteration,1,0,1,2612411,261.0580450238607,260.7882936490792,ns,800000000.0,100000000.0,28.38443016,354805377.0,,CompactedMWHC:osm,CompactedMWHC,osm,10
301,PresortedBuildTime<LearnedLinear>/100/0,0,0,PresortedBuildTime<LearnedLinear>/100/0,iteration,1,0,1,916765,654.1467825445131,653.8464132029474,ns,800.0,100.0,6.72,84.0,166.8269576221341,LearnedLinear:seq,LearnedLinear,seq,11
306,PresortedBuildTime<LearnedLinear>/100/1,0,5,PresortedBuildTime<LearnedLinear>/100/1,iteration,1,0,1,1095851,637.8562569035042,637.6185685827728,ns,800.0,100.0,6.72,84.0,143.115784565325,LearnedLinear:gap_10,LearnedLinear,gap_10,11
311,UnorderedBuildTime<LearnedLinear>/100/0,1,0,UnorderedBuildTime<LearnedLinear>/100/0,iteration,1,0,1,958416,746.976686266719,746.710796773009,ns,800.0,100.0,6.72,84.0,139.73124023387794,LearnedLinear:seq,LearnedLinear,seq,11
316,UnorderedBuildTime<LearnedLinear>/100/1,1,5,UnorderedBuildTime<LearnedLinear>/100/1,iteration,1,0,1,901345,751.8931446061473,751.5757750916669,ns,800.0,100.0,6.72,84.0,147.61693123510483,LearnedLinear:gap_10,LearnedLinear,gap_10,11
633,LookupTime<LearnedLinear>/100/0,11,0,LookupTime<LearnedLinear>/100/0,iteration,1,0,1,46642221,15.230653101323043,15.222025104596613,ns,800.0,100.0,6.72,84.0,,LearnedLinear:seq,LearnedLinear,seq,11
640,LookupTime<LearnedLinear>/100/1,11,7,LookupTime<LearnedLinear>/100/1,iteration,1,0,1,46550752,15.049825564722696,15.04241057150968,ns,800.0,100.0,6.72,84.0,,LearnedLinear:gap_10,LearnedLinear,gap_10,11
634,LookupTime<LearnedLinear>/1000/0,11,1,LookupTime<LearnedLinear>/1000/0,iteration,1,0,1,42099698,16.87213148308065,16.863830970995988,ns,8000.0,1000.0,1.632,204.0,,LearnedLinear:seq,LearnedLinear,seq,11
641,LookupTime<LearnedLinear>/1000/1,11,8,LookupTime<LearnedLinear>/1000/1,iteration,1,0,1,42367793,16.860869410783653,16.852645404552486,ns,8000.0,1000.0,1.824,228.0,,LearnedLinear:gap_10,LearnedLinear,gap_10,11
302,PresortedBuildTime<LearnedLinear>/10000/0,0,1,PresortedBuildTime<LearnedLinear>/10000/0,iteration,1,0,1,9041,77498.87255622333,77470.87623050548,ns,80000.0,10000.0,1.1808,1476.0,14277.266386401261,LearnedLinear:seq,LearnedLinear,seq,11
307,PresortedBuildTime<LearnedLinear>/10000/1,0,6,PresortedBuildTime<LearnedLinear>/10000/1,iteration,1,0,1,9062,78269.51214202165,78235.30401677323,ns,80000.0,10000.0,1.3024,1628.0,14105.002504872153,LearnedLinear:gap_10,LearnedLinear,gap_10,11
312,UnorderedBuildTime<LearnedLinear>/10000/0,1,1,UnorderedBuildTime<LearnedLinear>/10000/0,iteration,1,0,1,1651,435980.4531576271,435758.362810416,ns,80000.0,10000.0,1.1808,1476.0,13899.756625964354,LearnedLinear:seq,LearnedLinear,seq,11
317,UnorderedBuildTime<LearnedLinear>/10000/1,1,6,UnorderedBuildTime<LearnedLinear>/10000/1,iteration,1,0,1,1643,434696.5315025606,434503.93122337153,ns,80000.0,10000.0,1.3024,1628.0,14007.761103696947,LearnedLinear:gap_10,LearnedLinear,gap_10,11
635,LookupTime<LearnedLinear>/10000/0,11,2,LookupTime<LearnedLinear>/10000/0,iteration,1,0,1,35479902,19.731361052155396,19.71975317182078,ns,80000.0,10000.0,1.1808,1476.0,,LearnedLinear:seq,LearnedLinear,seq,11
642,LookupTime<LearnedLinear>/10000/1,11,9,LookupTime<LearnedLinear>/10000/1,iteration,1,0,1,35485685,19.70108923363586,19.692373896714365,ns,80000.0,10000.0,1.3024,1628.0,,LearnedLinear:gap_10,LearnedLinear,gap_10,11
636,LookupTime<LearnedLinear>/100000/0,11,3,LookupTime<LearnedLinear>/100000/0,iteration,1,0,1,31929591,20.412856893150202,20.402079187164905,ns,800000.0,100000.0,1.13056,14132.0,,LearnedLinear:seq,LearnedLinear,seq,11
643,LookupTime<LearnedLinear>/100000/1,11,10,LookupTime<LearnedLinear>/100000/1,iteration,1,0,1,32054924,20.47662656442179,20.46508274375812,ns,800000.0,100000.0,1.25408,15676.0,,LearnedLinear:gap_10,LearnedLinear,gap_10,11
303,PresortedBuildTime<LearnedLinear>/1000000/0,0,2,PresortedBuildTime<LearnedLinear>/1000000/0,iteration,1,0,1,56,12388964.31667464,12379071.392857138,ns,8000000.0,1000000.0,1.1256,140700.0,1442526.849586361,LearnedLinear:seq,LearnedLinear,seq,11
308,PresortedBuildTime<LearnedLinear>/1000000/1,0,7,PresortedBuildTime<LearnedLinear>/1000000/1,iteration,1,0,1,58,11968424.511623794,11959431.379310349,ns,8000000.0,1000000.0,1.249696,156212.0,1441655.440255477,LearnedLinear:gap_10,LearnedLinear,gap_10,11
313,UnorderedBuildTime<LearnedLinear>/1000000/0,1,2,UnorderedBuildTime<LearnedLinear>/1000000/0,iteration,1,0,1,11,62711758.36974924,62667088.36363642,ns,8000000.0,1000000.0,1.1256,140700.0,1450667.2207519119,LearnedLinear:seq,LearnedLinear,seq,11
318,UnorderedBuildTime<LearnedLinear>/1000000/1,1,7,UnorderedBuildTime<LearnedLinear>/1000000/1,iteration,1,0,1,11,62193538.82426565,62155274.72727251,ns,8000000.0,1000000.0,1.249696,156212.0,1462612.6472449135,LearnedLinear:gap_10,LearnedLinear,gap_10,11
637,LookupTime<LearnedLinear>/1000000/0,11,4,LookupTime<LearnedLinear>/1000000/0,iteration,1,0,1,33478283,20.938386911365853,20.922206434645627,ns,8000000.0,1000000.0,1.1256,140700.0,,LearnedLinear:seq,LearnedLinear,seq,11
644,LookupTime<LearnedLinear>/1000000/1,11,11,LookupTime<LearnedLinear>/1000000/1,iteration,1,0,1,33453519,21.22091563270351,21.206566191186607,ns,8000000.0,1000000.0,1.250528,156316.0,,LearnedLinear:gap_10,LearnedLinear,gap_10,11
304,PresortedBuildTime<LearnedLinear>/10000000/0,0,3,PresortedBuildTime<LearnedLinear>/10000000/0,iteration,1,0,1,3,203003029.64945635,202853297.00000003,ns,80000000.0,10000000.0,1.1316128,1414516.0,16432236.41237309,LearnedLinear:seq,LearnedLinear,seq,11
309,PresortedBuildTime<LearnedLinear>/10000000/1,0,8,PresortedBuildTime<LearnedLinear>/10000000/1,iteration,1,0,1,3,202174739.9121523,202013500.33333358,ns,80000000.0,10000000.0,1.256592,1570740.0,16500547.378433356,LearnedLinear:gap_10,LearnedLinear,gap_10,11
314,UnorderedBuildTime<LearnedLinear>/10000000/0,1,3,UnorderedBuildTime<LearnedLinear>/10000000/0,iteration,1,0,1,1,788171965.6288624,787674369.0000012,ns,80000000.0,10000000.0,1.1316128,1414516.0,12695601.626209555,LearnedLinear:seq,LearnedLinear,seq,11
319,UnorderedBuildTime<LearnedLinear>/10000000/1,1,8,UnorderedBuildTime<LearnedLinear>/10000000/1,iteration,1,0,1,1,789733359.5901728,789178764.9999955,ns,80000000.0,10000000.0,1.256592,1570740.0,12671400.249853475,LearnedLinear:gap_10,LearnedLinear,gap_10,11
638,LookupTime<LearnedLinear>/10000000/0,11,5,LookupTime<LearnedLinear>/10000000/0,iteration,1,0,1,16699195,41.227634126600904,41.19446763734257,ns,80000000.0,10000000.0,1.1316128,1414516.0,,LearnedLinear:seq,LearnedLinear,seq,11
645,LookupTime<LearnedLinear>/10000000/1,11,12,LookupTime<LearnedLinear>/10000000/1,iteration,1,0,1,16892292,42.36937053844321,42.33897709091316,ns,80000000.0,10000000.0,1.2567264,1570908.0,,LearnedLinear:gap_10,LearnedLinear,gap_10,11
305,PresortedBuildTime<LearnedLinear>/100000000/0,0,4,PresortedBuildTime<LearnedLinear>/100000000/0,iteration,1,0,1,1,2424452105.537057,2422460859.0,ns,800000000.0,100000000.0,1.12566112,14070764.0,41280336.74041707,LearnedLinear:seq,LearnedLinear,seq,11
310,PresortedBuildTime<LearnedLinear>/100000000/1,0,9,PresortedBuildTime<LearnedLinear>/100000000/1,iteration,1,0,1,1,2382908228.7847996,2381069596.9999995,ns,800000000.0,100000000.0,1.25060896,15632612.0,41997932.41070896,LearnedLinear:gap_10,LearnedLinear,gap_10,11
315,UnorderedBuildTime<LearnedLinear>/100000000/0,1,4,UnorderedBuildTime<LearnedLinear>/100000000/0,iteration,1,0,1,1,8855939654.633404,8849906345.0,ns,800000000.0,100000000.0,1.12566112,14070764.0,11299554.605625601,LearnedLinear:seq,LearnedLinear,seq,11
320,UnorderedBuildTime<LearnedLinear>/100000000/1,1,9,UnorderedBuildTime<LearnedLinear>/100000000/1,iteration,1,0,1,1,8778480948.880314,8772615113.0,ns,800000000.0,100000000.0,1.25060896,15632612.0,11399109.46871607,LearnedLinear:gap_10,LearnedLinear,gap_10,11
639,LookupTime<LearnedLinear>/100000000/0,11,6,LookupTime<LearnedLinear>/100000000/0,iteration,1,0,1,11368876,54.38351991394647,54.33414516992128,ns,800000000.0,100000000.0,1.12566112,14070764.0,,LearnedLinear:seq,LearnedLinear,seq,11
646,LookupTime<LearnedLinear>/100000000/1,11,13,LookupTime<LearnedLinear>/100000000/1,iteration,1,0,1,11041495,53.86291919332593,53.820772006094806,ns,800000000.0,100000000.0,1.25063968,15632996.0,,LearnedLinear:gap_10,LearnedLinear,gap_10,11
381,LookupTime<MapOMPHF>/100/0,2,0,LookupTime<MapOMPHF>/100/0,iteration,1,0,1,31638842,22.173175698106327,22.165439872924836,ns,800.0,100.0,213.76,2672.0,,MapOMPHF:seq,MapOMPHF,seq,12
388,LookupTime<MapOMPHF>/100/2,2,7,LookupTime<MapOMPHF>/100/2,iteration,1,0,1,26158247,26.848094531704277,26.82455552162765,ns,800.0,100.0,213.76,2672.0,,MapOMPHF:uniform,MapOMPHF,uniform,12
395,LookupTime<MapOMPHF>/100/3,2,14,LookupTime<MapOMPHF>/100/3,iteration,1,0,1,26125432,26.816772889379582,26.798860665734015,ns,800.0,100.0,213.76,2672.0,,MapOMPHF:fb,MapOMPHF,fb,12
402,LookupTime<MapOMPHF>/100/4,2,21,LookupTime<MapOMPHF>/100/4,iteration,1,0,1,25807487,26.887979225262573,26.873006968877288,ns,800.0,100.0,213.76,2672.0,,MapOMPHF:osm,MapOMPHF,osm,12
382,LookupTime<MapOMPHF>/1000/0,2,1,LookupTime<MapOMPHF>/1000/0,iteration,1,0,1,28955739,24.133419876515717,24.124290870285396,ns,8000.0,1000.0,199.424,24928.0,,MapOMPHF:seq,MapOMPHF,seq,12
389,LookupTime<MapOMPHF>/1000/2,2,8,LookupTime<MapOMPHF>/1000/2,iteration,1,0,1,23222771,30.143588042520655,30.116040200370822,ns,8000.0,1000.0,199.424,24928.0,,MapOMPHF:uniform,MapOMPHF,uniform,12
396,LookupTime<MapOMPHF>/1000/3,2,15,LookupTime<MapOMPHF>/1000/3,iteration,1,0,1,23166228,30.112475240666104,30.09707182368302,ns,8000.0,1000.0,199.424,24928.0,,MapOMPHF:fb,MapOMPHF,fb,12
403,LookupTime<MapOMPHF>/1000/4,2,22,LookupTime<MapOMPHF>/1000/4,iteration,1,0,1,23222455,30.33368336130054,30.317826775832305,ns,8000.0,1000.0,199.424,24928.0,,MapOMPHF:osm,MapOMPHF,osm,12
383,LookupTime<MapOMPHF>/10000/0,2,2,LookupTime<MapOMPHF>/10000/0,iteration,1,0,1,23702977,29.999175716197268,29.988129170442914,ns,80000.0,10000.0,193.792,242240.0,,MapOMPHF:seq,MapOMPHF,seq,12
390,LookupTime<MapOMPHF>/10000/2,2,9,LookupTime<MapOMPHF>/10000/2,iteration,1,0,1,16981349,41.298467332991656,41.279394116447094,ns,80000.0,10000.0,193.792,242240.0,,MapOMPHF:uniform,MapOMPHF,uniform,12
397,LookupTime<MapOMPHF>/10000/3,2,16,LookupTime<MapOMPHF>/10000/3,iteration,1,0,1,16838500,41.72035690603769,41.69916162365098,ns,80000.0,10000.0,193.792,242240.0,,MapOMPHF:fb,MapOMPHF,fb,12
404,LookupTime<MapOMPHF>/10000/4,2,23,LookupTime<MapOMPHF>/10000/4,iteration,1,0,1,16956094,41.37656952382541,41.334315792308004,ns,80000.0,10000.0,193.792,242240.0,,MapOMPHF:osm,MapOMPHF,osm,12
384,LookupTime<MapOMPHF>/100000/0,2,3,LookupTime<MapOMPHF>/100000/0,iteration,1,0,1,10523165,66.46266374924676,66.4174829530856,ns,800000.0,100000.0,238.6816,2983520.0,,MapOMPHF:seq,MapOMPHF,seq,12
391,LookupTime<MapOMPHF>/100000/2,2,10,LookupTime<MapOMPHF>/100000/2,iteration,1,0,1,7926638,88.563768623051,88.47321512600614,ns,800000.0,100000.0,238.6816,2983520.0,,MapOMPHF:uniform,MapOMPHF,uniform,12
398,LookupTime<MapOMPHF>/100000/3,2,17,LookupTime<MapOMPHF>/100000/3,iteration,1,0,1,7879896,88.9811133499322,88.91724383165618,ns,800000.0,100000.0,238.6816,2983520.0,,MapOMPHF:fb,MapOMPHF,fb,12
405,LookupTime<MapOMPHF>/100000/4,2,24,LookupTime<MapOMPHF>/100000/4,iteration,1,0,1,7939373,89.62605780770991,89.5259951888171,ns,800000.0,100000.0,238.6816,2983520.0,,MapOMPHF:osm,MapOMPHF,osm,12
385,LookupTime<MapOMPHF>/1000000/0,2,4,LookupTime<MapOMPHF>/1000000/0,iteration,1,0,1,4226308,168.0380825000701,167.91509374141415,ns,8000000.0,1000000.0,220.61824,27577280.0,,MapOMPHF:seq,MapOMPHF,seq,12
392,LookupTime<MapOMPHF>/1000000/2,2,11,LookupTime<MapOMPHF>/1000000/2,iteration,1,0,1,3145889,225.07238360149043,224.86266775464264,ns,8000000.0,1000000.0,220.61824,27577280.0,,MapOMPHF:uniform,MapOMPHF,uniform,12
399,LookupTime<MapOMPHF>/1000000/3,2,18,LookupTime<MapOMPHF>/1000000/3,iteration,1,0,1,3159874,225.8734650111426,225.6716913396409,ns,8000000.0,1000000.0,220.61824,27577280.0,,MapOMPHF:fb,MapOMPHF,fb,12
406,LookupTime<MapOMPHF>/1000000/4,2,25,LookupTime<MapOMPHF>/1000000/4,iteration,1,0,1,3170971,225.55185443411506,225.20754115998156,ns,8000000.0,1000000.0,220.61824,27577280.0,,MapOMPHF:osm,MapOMPHF,osm,12
386,LookupTime<MapOMPHF>/10000000/0,2,5,LookupTime<MapOMPHF>/10000000/0,iteration,1,0,1,2372634,294.3703147464733,294.12879314720624,ns,80000000.0,10000000.0,205.5532544,256941568.0,,MapOMPHF:seq,MapOMPHF,seq,12
393,LookupTime<MapOMPHF>/10000000/2,2,12,LookupTime<MapOMPHF>/10000000/2,iteration,1,0,1,1729433,405.74475504806645,405.3673753189213,ns,80000000.0,10000000.0,205.5532544,256941568.0,,MapOMPHF:uniform,MapOMPHF,uniform,12
400,LookupTime<MapOMPHF>/10000000/3,2,19,LookupTime<MapOMPHF>/10000000/3,iteration,1,0,1,1703903,411.9440261648493,411.53552461601026,ns,80000000.0,10000000.0,205.5532544,256941568.0,,MapOMPHF:fb,MapOMPHF,fb,12
407,LookupTime<MapOMPHF>/10000000/4,2,26,LookupTime<MapOMPHF>/10000000/4,iteration,1,0,1,1660165,412.1479493145129,411.56534380624083,ns,80000000.0,10000000.0,205.5532544,256941568.0,,MapOMPHF:osm,MapOMPHF,osm,12
387,LookupTime<MapOMPHF>/100000000/0,2,6,LookupTime<MapOMPHF>/100000000/0,iteration,1,0,1,1804601,373.1421407398842,372.6314027311314,ns,800000000.0,100000000.0,192.94318336,2411789792.0,,MapOMPHF:seq,MapOMPHF,seq,12
394,LookupTime<MapOMPHF>/100000000/2,2,13,LookupTime<MapOMPHF>/100000000/2,iteration,1,0,1,1474299,466.6666779670487,466.23534846054076,ns,800000000.0,100000000.0,192.94318336,2411789792.0,,MapOMPHF:uniform,MapOMPHF,uniform,12
401,LookupTime<MapOMPHF>/100000000/3,2,20,LookupTime<MapOMPHF>/100000000/3,iteration,1,0,1,1432533,471.34504697697736,470.9384021168609,ns,800000000.0,100000000.0,192.94318336,2411789792.0,,MapOMPHF:fb,MapOMPHF,fb,12
